,STATUS,PRICE,BED,BATH,ACRE LOT,FULL ADDRESS,STREET,CITY,STATE,HOUSE SIZE,ZIP
551982,for_sale,2300000.0,6.0,5.0,0.06,"10-20 Cypress Ave, Flushing, NY, 11385",10-20 Cypress Ave,Flushing,New York,4225.0,11385
552291,for_sale,1338000.0,4.0,3.0,0.04,"75-72 199 St, Fresh Meadows, NY, 11366",75-72 199 St,Fresh Meadows,New York,2498.0,11366
552662,for_sale,2500000.0,5.0,3.0,0.07,"809 Ocean Pkwy, New York City, NY, 11230",809 Ocean Pkwy,New York City,New York,1933.0,11230
552791,for_sale,1498000.0,3.0,3.0,0.1,"38-27 220th St, Bayside, NY, 11361",38-27 220th St,Bayside,New York,3212.0,11361
556055,for_sale,899000.0,3.0,2.0,0.05,"1768 E 31st St, Brooklyn, NY, 11234",1768 E 31st St,Brooklyn,New York,1312.0,11234
556454,for_sale,1298000.0,3.0,2.0,0.09,"5829 215th St, Bayside, NY, 11364",5829 215th St,Bayside,New York,1800.0,11364
558946,for_sale,785000.0,4.0,3.0,0.04,"595 E 87th St, Brooklyn, NY, 11236",595 E 87th St,Brooklyn,New York,2090.0,11236
559502,for_sale,1948888.0,6.0,5.0,0.09,"200-15 16th Ave, Bayside, NY, 11360",200-15 16th Ave,Bayside,New York,3002.0,11360
559623,for_sale,11400000.0,6.0,9.0,0.99,"106 Premium Point Rd, New Rochelle, NY, 10801",106 Premium Point Rd,New Rochelle,New York,7792.0,10801
559879,for_sale,2575000.0,4.0,4.0,0.32,"52 Forest Row, Great Neck, NY, 11024",52 Forest Row,Great Neck,New York,4800.0,11024
560496,for_sale,1599000.0,4.0,4.0,0.47,"2 Lakewood Ln, Larchmont, NY, 10538",2 Lakewood Ln,Larchmont,New York,3395.0,10538
560555,for_sale,2985000.0,5.0,5.0,1.01,"18 Pleasant Ridge Rd, Harrison, NY, 10528",18 Pleasant Ridge Rd,Harrison,New York,5000.0,10528
560646,for_sale,799000.0,3.0,3.0,0.06,"105 Pell Pl, Bronx, NY, 10464",105 Pell Pl,Bronx,New York,2182.0,10464
560661,for_sale,655000.0,4.0,2.0,0.07,"16 Euclid Pl, New Rochelle, NY, 10805",16 Euclid Pl,New Rochelle,New York,1500.0,10805
561095,for_sale,850000.0,6.0,3.0,0.12,"90 Nelson Ave, Harrison, NY, 10528",90 Nelson Ave,Harrison,New York,1691.0,10528
561143,for_sale,1800000.0,5.0,3.0,0.05,"32-58 31st St, Astoria, NY, 11106",32-58 31st St,Astoria,New York,1400.0,11106
561244,for_sale,2200000.0,6.0,5.0,0.58,"90 Lyncroft Rd, New Rochelle, NY, 10804",90 Lyncroft Rd,New Rochelle,New York,4590.0,10804
561611,for_sale,1899000.0,3.0,3.0,0.12,"132 Greenway N, New York City, NY, 11375",132 Greenway N,New York City,New York,2280.0,11375
561795,for_sale,799998.0,3.0,3.0,0.12,"110 Fourth Ave, Pelham, NY, 10803",110 Fourth Ave,Pelham,New York,1300.0,10803
561830,for_sale,245000.0,1.0,1.0,0.04,"330 S Broadway Unit G9, Tarrytown, NY, 10591",330 S Broadway Unit G9,Tarrytown,New York,750.0,10591
561840,for_sale,979021.0,4.0,3.0,0.23,"15 Appletree Ln, Scarsdale, NY, 10583",15 Appletree Ln,Scarsdale,New York,2198.0,10583
562054,for_sale,7950000.0,6.0,6.0,1.01,"33 Cow Ln, Great Neck, NY, 11024",33 Cow Ln,Great Neck,New York,8000.0,11024
562097,for_sale,2595000.0,5.0,6.0,1.48,"4 Adams Pl, Harrison, NY, 10528",4 Adams Pl,Harrison,New York,5154.0,10528
562333,for_sale,1650000.0,3.0,3.0,1.01,"25 W Creek Farms Rd, Sands Point, NY, 11050",25 W Creek Farms Rd,Sands Point,New York,2593.0,11050
563868,for_sale,1175000.0,5.0,6.0,1.3,"14 Crescent Dr S, Elmsford, NY, 10523",14 Crescent Dr S,Elmsford,New York,4225.0,10523
563876,for_sale,499900.0,3.0,2.0,0.05,"413 S 3rd Ave, Mount Vernon, NY, 10550",413 S 3rd Ave,Mount Vernon,New York,1800.0,10550
564548,for_sale,424900.0,2.0,2.0,0.08,"535 Freeman St, Lyndhurst, NJ, 07071",535 Freeman St,Lyndhurst,New Jersey,1224.0,07071
564716,for_sale,185000.0,3.0,2.0,0.04,"3361 Wilson Ave # 10469, Bronx, NY, 10469",3361 Wilson Ave # 10469,Bronx,New York,1292.0,10469
564727,for_sale,415000.0,3.0,1.0,0.11,"129 S 8th Ave, Mount Vernon, NY, 10550",129 S 8th Ave,Mount Vernon,New York,1500.0,10550
564734,for_sale,550000.0,6.0,2.0,0.06,"1863 Andrews Ave, Bronx, NY, 10453",1863 Andrews Ave,Bronx,New York,3905.0,10453
564736,for_sale,749000.0,3.0,2.0,0.04,"3216 Irwin Ave, Bronx, NY, 10463",3216 Irwin Ave,Bronx,New York,1782.0,10463
564740,for_sale,295000.0,2.0,1.0,0.08,"2923 Bruner Ave, Bronx, NY, 10469",2923 Bruner Ave,Bronx,New York,1671.0,10469
564748,for_sale,425000.0,1.0,1.0,0.97,"16 N Chatsworth Ave Apt 204, Larchmont, NY, 10538",16 N Chatsworth Ave Apt 204,Larchmont,New York,1000.0,10538
564754,for_sale,15000000.0,6.0,8.0,1.46,"26 Crickett Ln, Great Neck, NY, 11024",26 Crickett Ln,Great Neck,New York,8300.0,11024
564765,for_sale,350000.0,4.0,2.0,0.08,"81 Potter Ave, New Rochelle, NY, 10801",81 Potter Ave,New Rochelle,New York,1400.0,10801
564767,for_sale,430000.0,4.0,2.0,0.06,"3347 Lucerne St, Bronx, NY, 10465",3347 Lucerne St,Bronx,New York,2040.0,10465
564774,for_sale,895000.0,5.0,3.0,0.26,"85 Rosehill Ave, New Rochelle, NY, 10804",85 Rosehill Ave,New Rochelle,New York,2843.0,10804
564778,for_sale,845000.0,8.0,3.0,0.03,"664 Sagamore St, Bronx, NY, 10462",664 Sagamore St,Bronx,New York,2767.0,10462
564781,for_sale,799500.0,4.0,2.0,0.11,"29 Woodlawn Ave, Yonkers, NY, 10704",29 Woodlawn Ave,Yonkers,New York,2200.0,10704
564785,for_sale,7750000.0,8.0,11.0,2.26,"57 Old Orchard Ln, Scarsdale, NY, 10583",57 Old Orchard Ln,Scarsdale,New York,11623.0,10583
564788,for_sale,7495000.0,7.0,11.0,3.86,"16 Plum Beach Point Rd, Sands Point, NY, 11050",16 Plum Beach Point Rd,Sands Point,New York,8074.0,11050
564795,for_sale,319000.0,1.0,1.0,2.13,"295 Bennett Ave Apt 1A, New York City, NY, 10040",295 Bennett Ave Apt 1A,New York City,New York,725.0,10040
564853,for_sale,500000.0,2.0,1.0,0.06,"125 E 101st St Apt 2E, New York City, NY, 10029",125 E 101st St Apt 2E,New York City,New York,750.0,10029
564916,for_sale,795000.0,3.0,2.0,0.17,"50 Askins Pl, New Rochelle, NY, 10801",50 Askins Pl,New Rochelle,New York,1700.0,10801
564928,for_sale,670000.0,5.0,3.0,0.07,"830 E 227th St, Bronx, NY, 10466",830 E 227th St,Bronx,New York,1400.0,10466
564972,for_sale,265000.0,2.0,1.0,3.23,"1255 North Ave Apt 5U, New Rochelle, NY, 10804",1255 North Ave Apt 5U,New Rochelle,New York,1050.0,10804
565053,for_sale,715000.0,4.0,3.0,0.05,"1062 Colgate Ave, Bronx, NY, 10472",1062 Colgate Ave,Bronx,New York,1860.0,10472
565096,for_sale,29975000.0,7.0,9.0,0.05,"10 E 76th St, New York City, NY, 10021",10 E 76th St,New York City,New York,12380.0,10021
565204,for_sale,934999.0,8.0,3.0,0.04,"1058 Morris Ave, Bronx, NY, 10456",1058 Morris Ave,Bronx,New York,3354.0,10456
565239,for_sale,369000.0,3.0,3.0,0.08,"468 S 4th Ave Unit 103, Mount Vernon, NY, 10550",468 S 4th Ave Unit 103,Mount Vernon,New York,1200.0,10550
565246,for_sale,599000.0,1.0,1.0,0.12,"206 E 95th St Apt 5A, New York, NY, 10128",206 E 95th St Apt 5A,New York,New York,706.0,10128
565248,for_sale,849900.0,8.0,3.0,0.09,"4412 DE Reimer Ave, Bronx, NY, 10466",4412 DE Reimer Ave,Bronx,New York,2200.0,10466
565275,for_sale,3995000.0,4.0,5.0,0.46,"301 W 118th St Unit Ph, New York City, NY, 10026",301 W 118th St Unit Ph,New York City,New York,3456.0,10026
565317,for_sale,2549000.0,3.0,2.0,0.03,"20 W 119th St, New York, NY, 10026",20 W 119th St,New York,New York,2876.0,10026
565325,for_sale,49900000.0,5.0,7.0,3.43,"25 Columbus Cir Ph 80, New York City, NY, 10019",25 Columbus Cir Ph 80,New York City,New York,8274.0,10019
565452,for_sale,2250000.0,2.0,3.0,0.36,"1192 Park Ave Unit 12E, New York City, NY, 10128",1192 Park Ave Unit 12E,New York City,New York,1600.0,10128
565585,for_sale,819000.0,3.0,2.0,0.04,"1118 Underhill Ave, Bronx, NY, 10472",1118 Underhill Ave,Bronx,New York,1929.0,10472
565603,for_sale,2250000.0,11.0,4.0,0.04,"414 E 115th St, New York City, NY, 10029",414 E 115th St,New York City,New York,5550.0,10029
565685,for_sale,16000000.0,6.0,10.0,0.05,"163 W 76th St, New York City, NY, 10023",163 W 76th St,New York City,New York,8009.0,10023
565716,for_sale,10900000.0,3.0,4.0,0.94,"1 W 72nd St Apt 47, New York City, NY, 10023",1 W 72nd St Apt 47,New York City,New York,3800.0,10023
565815,for_sale,664999.0,6.0,2.0,0.04,"2224 Valentine Ave, Bronx, NY, 10457",2224 Valentine Ave,Bronx,New York,3525.0,10457
565830,for_sale,3600000.0,7.0,7.0,0.04,"422 W 160th St, New York City, NY, 10032",422 W 160th St,New York City,New York,4000.0,10032
565889,for_sale,6199000.0,4.0,5.0,0.06,"200 E 95th St Apt 11B, New York City, NY, 10128",200 E 95th St Apt 11B,New York City,New York,2735.0,10128
565897,for_sale,269000.0,3.0,2.0,0.05,"1046 Faile St Unit 1046B, Bronx, NY, 10459",1046 Faile St Unit 1046B,Bronx,New York,843.0,10459
565914,for_sale,1450000.0,11.0,4.0,0.04,"220 W 136th St, New York City, NY, 10030",220 W 136th St,New York City,New York,2499.0,10030
565941,for_sale,240000.0,2.0,1.0,0.05,"1046 Faile St Unit 1046A, Bronx, NY, 10459",1046 Faile St Unit 1046A,Bronx,New York,843.0,10459
565945,for_sale,479000.0,4.0,1.0,0.04,"1301 College Ave, Bronx, NY, 10456",1301 College Ave,Bronx,New York,1328.0,10456
565954,for_sale,480000.0,3.0,3.0,0.05,"3457 Ely Ave, Bronx, NY, 10469",3457 Ely Ave,Bronx,New York,1400.0,10469
566080,for_sale,1250000.0,8.0,5.0,0.06,"1035 Elder Ave, Bronx, NY, 10472",1035 Elder Ave,Bronx,New York,3240.0,10472
566158,for_sale,640000.0,6.0,3.0,0.03,"880 Home St, Bronx, NY, 10459",880 Home St,Bronx,New York,1344.0,10459
566160,for_sale,8950000.0,5.0,5.0,0.06,"200 E 95th St Apt 27A, New York City, NY, 10128",200 E 95th St Apt 27A,New York City,New York,3525.0,10128
566183,for_sale,1499000.0,11.0,6.0,0.06,"1256 Manor Ave, Bronx, NY, 10472",1256 Manor Ave,Bronx,New York,4860.0,10472
566185,for_sale,2950000.0,4.0,5.0,0.04,"352 Convent Ave, New York, NY, 10031",352 Convent Ave,New York,New York,4160.0,10031
566206,for_sale,179000.0,2.0,1.0,0.02,"754 Bronx River Rd Apt B65, Bronxville, NY, 10708",754 Bronx River Rd Apt B65,Bronxville,New York,850.0,10708
566215,for_sale,110000.0,1.0,1.0,1.0,"2345 Palmer Ave Apt 1I, New Rochelle, NY, 10801",2345 Palmer Ave Apt 1I,New Rochelle,New York,600.0,10801
566226,for_sale,795000.0,9.0,4.0,0.15,"142 Radford St, Yonkers, NY, 10705",142 Radford St,Yonkers,New York,3576.0,10705
566230,for_sale,999999.0,5.0,4.0,1.0,"1 Winding Brook Dr, Larchmont, NY, 10538",1 Winding Brook Dr,Larchmont,New York,3016.0,10538
566240,for_sale,699000.0,5.0,2.0,0.03,"1340 Chisholm St, Bronx, NY, 10459",1340 Chisholm St,Bronx,New York,1382.0,10459
566316,for_sale,699000.0,5.0,3.0,0.06,"1800 Hutchinson River Pkwy, Bronx, NY, 10461",1800 Hutchinson River Pkwy,Bronx,New York,1184.0,10461
566318,for_sale,820000.0,5.0,3.0,0.04,"2570 Bouck Ave, Bronx, NY, 10469",2570 Bouck Ave,Bronx,New York,2160.0,10469
566371,for_sale,314900.0,1.0,1.0,9.0,"905 Palmer Ave Unit 5E2, Mamaroneck, NY, 10543",905 Palmer Ave Unit 5E2,Mamaroneck,New York,662.0,10543
566428,for_sale,775000.0,3.0,2.0,0.15,"3291 Bronxwood Ave, Bronx, NY, 10469",3291 Bronxwood Ave,Bronx,New York,2340.0,10469
566437,for_sale,885000.0,7.0,4.0,0.04,"539 E 148th St, Bronx, NY, 10455",539 E 148th St,Bronx,New York,3050.0,10455
566454,for_sale,896000.0,4.0,1.0,0.05,"895 Teller Ave, Bronx, NY, 10451",895 Teller Ave,Bronx,New York,1444.0,10451
566485,for_sale,3500000.0,8.0,9.0,0.04,"617 W 142nd St, New York City, NY, 10031",617 W 142nd St,New York City,New York,4608.0,10031
566528,for_sale,1195000.0,2.0,2.0,0.04,"353 W 53rd St Apt 2, New York City, NY, 10019",353 W 53rd St Apt 2,New York City,New York,1264.0,10019
566551,for_sale,1495000.0,1.0,1.0,0.04,"8 E 92nd St Apt 4, New York City, NY, 10128",8 E 92nd St Apt 4,New York City,New York,880.0,10128
566676,for_sale,5250000.0,5.0,5.0,0.03,"1215 Park Ave, New York City, NY, 10128",1215 Park Ave,New York City,New York,5260.0,10128
566711,for_sale,2150000.0,4.0,6.0,0.03,"2313 Adam C Powell Blvd, New York City, NY, 10030",2313 Adam C Powell Blvd,New York City,New York,3600.0,10030
566783,for_sale,720000.0,5.0,2.0,0.05,"998 Intervale Ave, Bronx, NY, 10459",998 Intervale Ave,Bronx,New York,1680.0,10459
566832,for_sale,978000.0,6.0,3.0,0.04,"1394 Commonwealth Ave, Bronx, NY, 10472",1394 Commonwealth Ave,Bronx,New York,3060.0,10472
566848,for_sale,550000.0,3.0,2.0,0.06,"932 E 212th St, Bronx, NY, 10469",932 E 212th St,Bronx,New York,1600.0,10469
566855,for_sale,649000.0,4.0,2.0,0.03,"1338 Chisholm St, Bronx, NY, 10459",1338 Chisholm St,Bronx,New York,2512.0,10459
566867,for_sale,269900.0,2.0,2.0,0.21,"1349 Franklin Ave Apt 1A, Bronx, NY, 10456",1349 Franklin Ave Apt 1A,Bronx,New York,780.0,10456
566869,for_sale,850000.0,5.0,2.0,0.07,"46 Claremont Pl, Mount Vernon, NY, 10553",46 Claremont Pl,Mount Vernon,New York,2500.0,10553
566917,for_sale,589000.0,3.0,3.0,0.04,"3352 Fish Ave, Bronx, NY, 10469",3352 Fish Ave,Bronx,New York,1585.0,10469
566919,for_sale,750000.0,6.0,3.0,0.06,"434 Locust St, Mount Vernon, NY, 10552",434 Locust St,Mount Vernon,New York,1800.0,10552
567017,for_sale,575000.0,3.0,2.0,0.04,"4831 Wilder Ave, Bronx, NY, 10470",4831 Wilder Ave,Bronx,New York,1665.0,10470
567049,for_sale,600000.0,5.0,4.0,0.05,"1557 Beach Ave, Bronx, NY, 10460",1557 Beach Ave,Bronx,New York,2612.0,10460
567107,for_sale,265000.0,2.0,1.0,0.05,"1017 Faile St Unit 1017B, Bronx, NY, 10459",1017 Faile St Unit 1017B,Bronx,New York,834.0,10459
567156,for_sale,950000.0,9.0,6.0,0.06,"1426 Vyse Ave, Bronx, NY, 10459",1426 Vyse Ave,Bronx,New York,3900.0,10459
567280,for_sale,699999.0,4.0,3.0,0.08,"689 E 232nd St, Bronx, NY, 10466",689 E 232nd St,Bronx,New York,1813.0,10466
567305,for_sale,1595000.0,2.0,2.0,0.29,"15 W 84th St Apt 10C, New York City, NY, 10024",15 W 84th St Apt 10C,New York City,New York,1200.0,10024
567355,for_sale,449000.0,2.0,1.0,0.04,"4114 Paulding Ave, Bronx, NY, 10466",4114 Paulding Ave,Bronx,New York,1600.0,10466
567570,for_sale,1500000.0,9.0,3.0,0.05,"1666 Ohm Ave, Bronx, NY, 10465",1666 Ohm Ave,Bronx,New York,3432.0,10465
567572,for_sale,875000.0,7.0,2.0,0.06,"3214 Seymour Ave, Bronx, NY, 10469",3214 Seymour Ave,Bronx,New York,2160.0,10469
568042,for_sale,990000.0,6.0,3.0,0.21,"46 Neptune Ave, New Rochelle, NY, 10805",46 Neptune Ave,New Rochelle,New York,3016.0,10805
568249,for_sale,799999.0,3.0,3.0,0.15,"11 Glenfruin Ave, New Rochelle, NY, 10804",11 Glenfruin Ave,New Rochelle,New York,2889.0,10804
568264,for_sale,825000.0,3.0,3.0,0.12,"171 Forest Ave, Yonkers, NY, 10705",171 Forest Ave,Yonkers,New York,2030.0,10705
570656,for_sale,849000.0,4.0,4.0,0.28,"23 N Brook Rd, Larchmont, NY, 10538",23 N Brook Rd,Larchmont,New York,2236.0,10538
570838,for_sale,310000.0,3.0,2.0,0.09,"2580 Flint Ave, Bronx, NY, 10475",2580 Flint Ave,Bronx,New York,560.0,10475
570840,for_sale,750000.0,3.0,4.0,0.06,"1619 Melville St, Bronx, NY, 10460",1619 Melville St,Bronx,New York,2800.0,10460
570851,for_sale,720000.0,4.0,3.0,0.05,"2441 Throop Ave, Bronx, NY, 10469",2441 Throop Ave,Bronx,New York,1890.0,10469
570879,for_sale,459900.0,4.0,2.0,0.05,"432 S 9th Ave, Mount Vernon, NY, 10550",432 S 9th Ave,Mount Vernon,New York,2178.0,10550
570887,for_sale,349000.0,1.0,1.0,0.03,"14 Norwood Rd, Port Washington, NY, 11050",14 Norwood Rd,Port Washington,New York,400.0,11050
570892,for_sale,479000.0,2.0,3.0,5.3,"14 Windward Ln Unit 15, Bronx, NY, 10464",14 Windward Ln Unit 15,Bronx,New York,1639.0,10464
570902,for_sale,99900.0,1.0,1.0,0.1,"2186 Cruger Ave Apt 3B, Bronx, NY, 10462",2186 Cruger Ave Apt 3B,Bronx,New York,600.0,10462
570918,for_sale,7500000.0,8.0,7.0,2.6,"12 Hicks Ln, Sands Point, NY, 11050",12 Hicks Ln,Sands Point,New York,5997.0,11050
570919,for_sale,769999.0,7.0,3.0,0.05,"1508 E 222nd St, Bronx, NY, 10469",1508 E 222nd St,Bronx,New York,3150.0,10469
570922,for_sale,875000.0,6.0,3.0,0.06,"952 E 226th St, Bronx, NY, 10466",952 E 226th St,Bronx,New York,2232.0,10466
570926,for_sale,1500000.0,5.0,4.0,0.23,"1650 Astor Ave, Bronx, NY, 10469",1650 Astor Ave,Bronx,New York,3400.0,10469
570934,for_sale,145000.0,1.0,1.0,0.02,"663 Locust St Apt 5F, Mount Vernon, NY, 10552",663 Locust St Apt 5F,Mount Vernon,New York,750.0,10552
570935,for_sale,1299000.0,4.0,4.0,2.14,"93 Wilmot Rd, New Rochelle, NY, 10804",93 Wilmot Rd,New Rochelle,New York,3000.0,10804
570936,for_sale,688000.0,2.0,2.0,0.88,"21 N Chatsworth Ave Apt 2D, Larchmont, NY, 10538",21 N Chatsworth Ave Apt 2D,Larchmont,New York,1450.0,10538
570964,for_sale,460000.0,5.0,2.0,0.09,"239 N Macquesten Pkwy Apt 2, Mount Vernon, NY, 10550",239 N Macquesten Pkwy Apt 2,Mount Vernon,New York,1500.0,10550
570968,for_sale,765000.0,4.0,2.0,0.04,"4822 Robertson St, Bronx, NY, 10470",4822 Robertson St,Bronx,New York,1728.0,10470
570976,for_sale,549000.0,2.0,2.0,0.04,"1605 Purdy St, Bronx, NY, 10462",1605 Purdy St,Bronx,New York,816.0,10462
570994,for_sale,629900.0,3.0,3.0,0.06,"8 Kirkwood Rd, Port Washington, NY, 11050",8 Kirkwood Rd,Port Washington,New York,1728.0,11050
571019,for_sale,1950000.0,11.0,9.0,0.06,"1550 Parker St, Bronx, NY, 10462",1550 Parker St,Bronx,New York,6000.0,10462
571023,for_sale,875000.0,6.0,3.0,0.08,"2639 Davidson Ave, Bronx, NY, 10468",2639 Davidson Ave,Bronx,New York,2496.0,10468
571024,for_sale,780000.0,4.0,3.0,0.05,"4824 Robertson St, Wakefield, NY, 10470",4824 Robertson St,Wakefield,New York,1500.0,10470
571048,for_sale,599995.0,4.0,5.0,0.16,"354 Rich Ave, Mount Vernon, NY, 10552",354 Rich Ave,Mount Vernon,New York,2307.0,10552
571050,for_sale,750000.0,10.0,7.0,0.09,"946 227, Bronx, NY, 10475",946 227,Bronx,New York,3240.0,10475
571051,for_sale,695000.0,4.0,2.0,0.06,"106 Ditmars St, Bronx, NY, 10464",106 Ditmars St,Bronx,New York,2250.0,10464
571065,for_sale,3500000.0,7.0,10.0,0.08,"2510 Webb Ave, Bronx, NY, 10468",2510 Webb Ave,Bronx,New York,4127.0,10468
571070,for_sale,1799000.0,14.0,6.0,0.05,"1565 Saint Peters Ave, Bronx, NY, 10461",1565 Saint Peters Ave,Bronx,New York,5103.0,10461
571093,for_sale,130000.0,1.0,1.0,2.95,"472 Gramatan Ave Apt Z1, Mount Vernon, NY, 10552",472 Gramatan Ave Apt Z1,Mount Vernon,New York,800.0,10552
571099,for_sale,1295000.0,4.0,4.0,0.06,"3 Hewlett St, Rye, NY, 10580",3 Hewlett St,Rye,New York,2527.0,10580
571107,for_sale,1599000.0,3.0,5.0,0.23,"41 Stony Gate Oval, New Rochelle, NY, 10804",41 Stony Gate Oval,New Rochelle,New York,3710.0,10804
571122,for_sale,1098000.0,3.0,4.0,2.62,"23 Sands Ct Unit 23, Port Washington, NY, 11050",23 Sands Ct Unit 23,Port Washington,New York,2400.0,11050
571124,for_sale,710000.0,6.0,3.0,0.05,"1532 Commonwealth Ave, Bronx, NY, 10460",1532 Commonwealth Ave,Bronx,New York,2184.0,10460
571133,for_sale,250000.0,1.0,1.0,0.03,"191 Terrace St, Bronx, NY, 10464",191 Terrace St,Bronx,New York,448.0,10464
571157,for_sale,799000.0,6.0,2.0,0.04,"2269 Walton Ave, Bronx, NY, 10453",2269 Walton Ave,Bronx,New York,2020.0,10453
571162,for_sale,1195000.0,9.0,4.0,0.03,"1968 Bathgate Ave, Bronx, NY, 10457",1968 Bathgate Ave,Bronx,New York,2550.0,10457
571167,for_sale,5750000.0,7.0,11.0,2.4,"30 Sousa Dr, Sands Point, NY, 11050",30 Sousa Dr,Sands Point,New York,8200.0,11050
571174,for_sale,715000.0,3.0,2.0,0.09,"197 North St, Rye, NY, 10580",197 North St,Rye,New York,1274.0,10580
571207,for_sale,749000.0,3.0,3.0,0.08,"1273 Lohengrin Pl, Bronx, NY, 10465",1273 Lohengrin Pl,Bronx,New York,1296.0,10465
571239,for_sale,1299000.0,3.0,3.0,0.1,"478 King Ave, Bronx, NY, 10464",478 King Ave,Bronx,New York,2294.0,10464
571296,for_sale,7750000.0,5.0,7.0,1.28,"27 Masterton Rd, Bronxville, NY, 10708",27 Masterton Rd,Bronxville,New York,7105.0,10708
571318,for_sale,775000.0,3.0,2.0,0.14,"1312 Raleigh Rd, Mamaroneck, NY, 10543",1312 Raleigh Rd,Mamaroneck,New York,1702.0,10543
571333,for_sale,2900000.0,5.0,5.0,0.52,"87 Lakeshore Dr, Eastchester, NY, 10709",87 Lakeshore Dr,Eastchester,New York,6500.0,10709
571410,for_sale,1950000.0,5.0,4.0,1.27,"20 Lawrence Ln, Harrison, NY, 10528",20 Lawrence Ln,Harrison,New York,3822.0,10528
571434,for_sale,799000.0,4.0,3.0,0.14,"28 Seaview Ln, Port Washington, NY, 11050",28 Seaview Ln,Port Washington,New York,2480.0,11050
571456,for_sale,775000.0,3.0,2.0,0.06,"1287 Crosby Ave, Bronx, NY, 10461",1287 Crosby Ave,Bronx,New York,1227.0,10461
571518,for_sale,879000.0,5.0,2.0,0.07,"1082 Pierce Ave, Bronx, NY, 10461",1082 Pierce Ave,Bronx,New York,1970.0,10461
571552,for_sale,1400000.0,3.0,3.0,1.1,"343 Purchase St, Rye, NY, 10580",343 Purchase St,Rye,New York,2955.0,10580
571577,for_sale,4900000.0,6.0,6.0,0.71,"20 Premium Pt, New Rochelle, NY, 10801",20 Premium Pt,New Rochelle,New York,7796.0,10801
571642,for_sale,1595000.0,9.0,6.0,0.08,"1920 Haight Ave, Bronx, NY, 10461",1920 Haight Ave,Bronx,New York,5094.0,10461
571645,for_sale,2500000.0,4.0,5.0,1.5,"12 Soundview Ln, Sands Point, NY, 11050",12 Soundview Ln,Sands Point,New York,4563.0,11050
571656,for_sale,700000.0,2.0,3.0,0.46,"942 Taylors Ln, Mamaroneck, NY, 10543",942 Taylors Ln,Mamaroneck,New York,3002.0,10543
571681,for_sale,555000.0,3.0,1.0,0.06,"1327 Bradford Ave, Bronx, NY, 10461",1327 Bradford Ave,Bronx,New York,1140.0,10461
571685,for_sale,795000.0,5.0,2.0,0.05,"3442-3444 Grace Ave, Bronx, NY, 10469",3442-3444 Grace Ave,Bronx,New York,2319.0,10469
571686,for_sale,425000.0,1.0,1.0,17.0,"225 Stanley Ave Unit 207, Mamaroneck, NY, 10543",225 Stanley Ave Unit 207,Mamaroneck,New York,825.0,10543
571760,for_sale,1398000.0,5.0,8.0,0.1,"2000 Tillotson Ave, Bronx, NY, 10475",2000 Tillotson Ave,Bronx,New York,4500.0,10475
571762,for_sale,1195000.0,4.0,2.0,0.25,"3625 Oxford Ave Apt 7C, New York City, NY, 10463",3625 Oxford Ave Apt 7C,New York City,New York,2002.0,10463
571796,for_sale,649000.0,2.0,2.0,0.18,"1442 Kennellworth Pl, Bronx, NY, 10465",1442 Kennellworth Pl,Bronx,New York,1200.0,10465
571882,for_sale,600000.0,3.0,2.0,0.1,"90 Frances Ave, Harrison, NY, 10528",90 Frances Ave,Harrison,New York,904.0,10528
571897,for_sale,819999.0,5.0,3.0,0.07,"1616 Library Ave, Bronx, NY, 10465",1616 Library Ave,Bronx,New York,1600.0,10465
571909,for_sale,729900.0,8.0,4.0,0.07,"2774 Bainbridge Ave, Bronx, NY, 10458",2774 Bainbridge Ave,Bronx,New York,1700.0,10458
571910,for_sale,1188000.0,5.0,4.0,0.09,"64 Firwood Rd, Port Washington, NY, 11050",64 Firwood Rd,Port Washington,New York,2330.0,11050
571911,for_sale,4295000.0,6.0,7.0,0.4,"95 Oakland Beach Ave, Rye, NY, 10580",95 Oakland Beach Ave,Rye,New York,5875.0,10580
